164915,Boston Graduate School of Psychoanalysis Inc,Brookline,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164988,Boston University,Boston,1,54781,17871,3629,,,,,,,,9,3,6,13,2,11,588,142,446,,,,116,80,36,,,,98,11,87,377,276,101,,,,41,10,31,,,,0,0,0,51,13,38,0,0,0,,,,348,136,212,98,57,41,,,,86,33,53,,,,27,12,15,,,,76,43,33,,,,234,54,180,7,2,5,,,,537,210,327,,,,,,,,,,,,,160,39,121,410,115,295,894,425,469,60,32,28,4230,1695,2535
165015,Brandeis University,Waltham,1,10528,3582,802,,,,,18,4,14,,,,57,22,35,,,,,,,49,37,12,,,,6,1,5,,,,,,,18,7,11,,,,,,,32,8,24,,,,,,,139,56,83,17,12,5,,,,51,21,30,,,,8,7,1,,,,35,25,10,,,,75,21,54,,,,70,9,61,214,117,97,,,,,,,,,,,,,43,15,28,,,,56,31,25,27,13,14,915,406,509
438805,Branford Hall Career Institute-Springfield Campus,Springfield,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165024,Bridgewater State University,Bridgewater,1,5868,4736,1528,,,,,,,,,,,,,,135,46,89,,,,23,21,2,,,,377,94,283,,,,,,,6,0,6,,,,,,,91,25,66,,,,,,,91,31,60,55,25,30,,,,,,,,,,4,4,0,,,,41,28,13,,,,220,24,196,231,137,94,85,10,75,131,48,83,,,,,,,,,,30,26,4,57,20,37,18,7,11,328,184,144,81,46,35,2004,776,1228
165033,Bristol Community College,Fall River,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165112,Bunker Hill Community College,Boston,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165167,Cambridge College,Cambridge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,10,41,,,,,,,,,,,,,,,,33,4,29,,,,42,14,28,,,,,,,,,,,,,,,,,,,,,,62,24,38,,,,192,52,140
165194,Cape Cod Community College,West Barnstable,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165255,Catherine Hinds Institute of Esthetics,Woburn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419095,Charles H McCann Technical School,North Adams,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165334,Clark University,Worcester,1,8045,4430,671,,,,,20,6,14,,,,4,2,2,26,7,19,,,,11,10,1,,,,,,,,,,,,,6,1,5,,,,,,,24,7,17,0,0,0,,,,53,22,31,7,6,1,,,,13,5,8,,,,4,4,0,,,,18,11,7,,,,108,26,82,0,0,0,0,0,0,126,51,75,,,,,,,,,,,,,31,12,19,,,,44,30,14,15,11,4,510,211,299
167394,College of Our Lady of the Elms,Chicopee,1,832,623,186,,,,,,,,,,,,,,,,,,,,6,4,2,,,,24,3,21,,,,,,,1,0,1,,,,5,1,4,3,1,2,6,1,5,,,,6,2,4,1,0,1,,,,,,,,,,,,,0,0,0,1,0,1,,,,20,4,16,10,6,4,53,4,49,2,1,1,,,,,,,,,,,,,0,0,0,198,22,176,38,18,20,5,2,3,379,69,310
166124,College of the Holy Cross,Worcester,1,6595,2442,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,17,23,,,,,,,52,16,36,,,,,,,44,15,29,43,24,19,,,,18,10,8,,,,20,14,6,,,,65,42,23,,,,104,25,79,,,,,,,247,149,98,,,,,,,,,,,,,22,8,14,,,,,,,44,26,18,699,346,353
165495,Conway School of Landscape Design,Conway,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166975,Cortiva Institute-Boston,Watertown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165529,Curry College,Milton,1,5554,4871,602,,,,,0,0,0,,,,,,,76,44,32,,,,9,7,2,,,,14,0,14,,,,,,,,,,,,,,,,6,2,4,20,1,19,,,,8,2,6,,,,,,,0,0,0,,,,3,3,0,,,,,,,,,,50,16,34,85,54,31,,,,12,6,6,,,,,,,,,,,,,10,5,5,303,28,275,91,51,40,,,,687,219,468
165574,Dean College,Franklin,1,2411,1624,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,11,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,,,,,,,1,0,1,,,,,,,,,,,,,45,12,33,,,,45,31,14,1,1,0,109,49,60
451255,DiGrigoli School of Cosmetology,West Springfield,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165608,Diman Regional Technical Institute,Fall River,1,44,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165644,Eastern Nazarene College,Quincy,1,1129,692,114,,,,,0,0,0,,,,,,,7,1,6,,,,0,0,0,,,,73,1,72,4,4,0,,,,,,,,,,,,,0,0,0,4,0,4,,,,15,2,13,1,0,1,,,,,,,4,3,1,5,4,1,2,1,1,1,1,0,,,,10,1,9,7,3,4,10,3,7,,,,,,,,,,,,,,,,1,0,1,,,,71,29,42,1,1,0,216,54,162
410964,EINE Inc,Tewksbury,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362782,Elizabeth Grady School of Esthetics and Massage Therapy,Medford,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165662,Emerson College,Boston,1,8618,4225,915,,,,,,,,,,,,,,306,130,176,9,3,6,,,,,,,12,2,10,,,,,,,,,,,,,,,,130,29,101,,,,,,,,,,,,,,,,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,138,176,22,2,20,140,41,99,,,,938,345,593
165671,Emmanuel College,Boston,1,5692,4463,555,,,,,,,,,,,3,0,3,35,5,30,,,,,,,,,,32,2,30,,,,,,,1,0,1,,,,,,,20,11,9,2,0,2,,,,73,26,47,2,2,0,,,,23,6,17,7,6,1,4,4,0,,,,11,4,7,,,,58,9,49,,,,6,0,6,38,15,23,,,,,,,,,,,,,12,2,10,36,3,33,62,26,36,17,10,7,442,131,311
164845,Empire Beauty School-Boston,Boston,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443678,Empire Beauty School-Framingham,Framingham,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407179,Empire Beauty School-Malden,Malden,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165699,Endicott College,Beverly,1,4005,2915,810,,,,,6,3,3,,,,,,,50,13,37,,,,8,8,0,,,,46,2,44,2,0,2,,,,,,,,,,,,,13,6,7,35,11,24,,,,16,9,7,3,2,1,,,,6,3,3,63,49,14,,,,,,,,,,,,,37,5,32,25,18,7,0,0,0,4,3,1,,,,,,,,,,,,,53,8,45,84,8,76,191,96,95,4,2,2,646,246,400
165705,Episcopal Divinity School,Cambridge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436599,FINE Mortuary College,Norwood,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165802,Fisher College,Boston,1,2669,1873,278,,,,,,,,,,,,,,18,5,13,,,,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,2,2,0,,,,,,,,,,,,,11,7,4,8,3,5,34,4,30,,,,,,,,,,,,,,,,,,,20,4,16,88,32,56,,,,190,64,126
165820,Fitchburg State University,Fitchburg,1,3998,2989,789,,,,,,,,8,6,2,,,,21,11,10,,,,19,15,4,,,,57,19,38,,,,26,23,3,,,,0,0,0,,,,29,11,18,0,0,0,,,,75,22,53,8,5,3,,,,59,12,47,5,4,1,,,,,,,4,0,4,,,,40,8,32,63,40,23,39,3,36,22,12,10,,,,,,,,,,,,,109,71,38,106,1,105,108,67,41,9,9,0,807,339,468
165866,Framingham State University,Framingham,1,4803,3401,855,,6,2,4,17,8,9,,,,,,,,,,82,33,49,26,23,3,,,,53,1,52,,,,,,,5,0,5,112,3,109,,,,43,8,35,46,17,29,,,,31,12,19,11,7,4,,,,2,1,1,,,,,,,,,,10,5,5,,,,94,15,79,,,,,,,176,84,92,,,,,,,,,,,,,22,6,16,33,6,27,179,97,82,21,12,9,969,340,629
441982,Franklin W Olin College of Engineering,Needham,1,1075,118,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,42,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,42,36
165936,Gordon College,Wenham,1,1832,1708,441,,,,,,,,,,,,,,26,7,19,,,,9,9,0,,,,22,4,18,,,,,,,17,3,14,,,,,,,32,11,21,,,,,,,44,17,27,10,7,3,,,,1,0,1,12,5,7,14,7,7,16,11,5,12,9,3,,,,30,5,25,,,,34,5,29,31,14,17,,,,,,,,,,,,,21,6,15,,,,49,29,20,19,9,10,399,158,241
165945,Gordon-Conwell Theological Seminary,South Hamilton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382416,Greater Lowell Technical School,Tyngsboro,1,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165981,Greenfield Community College,Greenfield,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166009,Hallmark Institute of Photography,Turners Falls,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166018,Hampshire College,Amherst,1,2071,1450,376,,10,4,6,8,3,5,7,2,5,23,4,19,8,5,3,,,,13,12,1,,,,12,1,11,,,,,,,5,1,4,,,,3,3,0,25,10,15,0,0,0,,,,27,6,21,4,4,0,,,,14,5,9,1,0,1,12,10,2,,,,7,3,4,,,,11,6,5,,,,3,1,2,32,13,19,,,,,,,,,,,,,101,52,49,5,1,4,4,3,1,7,5,2,342,154,188
166027,Harvard University,Cambridge,1,37307,2080,1660,,,,,12,7,5,,,,34,10,24,,,,,,,104,74,30,,,,,,,77,40,37,,,,44,18,26,,,,,,,58,21,37,30,10,20,,,,254,99,155,182,125,57,,,,32,18,14,,,,15,7,8,,,,89,62,27,,,,101,31,70,,,,,,,597,335,262,,,,,,,,,,,,,49,25,24,,,,,,,132,57,75,1810,939,871
166045,Hebrew College,Newton Centre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,2,0,2,7,3,4,,,,,,,,,,,,,,,,,,,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,,,20,10,10
166133,Holyoke Community College,Holyoke,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164368,Hult International Business School,Cambridge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0
366580,ITT Technical Institute-Norwood,Norwood,1,149,129,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439136,ITT Technical Institute-Wilmington,Wilmington,1,108,90,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431099,Jolie Hair and Beauty Academy-Ludlow,Ludlow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484057,Jupiter Beauty Academy,Boston,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166294,Kay Harvey Academy of Hair Design,West Springfield,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166319,La Baron Hairdressing Academy-Brockton,Brockton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166328,La Baron Hairdressing Academy-New Bedford,New Bedford,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165264,Laboure College,Milton,1,21,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,24,,,,,,,25,1,24
166391,Lasell College,Newton,1,3171,2478,490,,,,,5,3,2,,,,,,,67,15,52,,,,,,,,,,18,1,17,,,,,,,,,,,,,9,6,3,7,0,7,1,0,1,,,,,,,2,0,2,,,,1,1,0,51,37,14,,,,,,,,,,,,,25,4,21,,,,11,1,10,38,15,23,,,,,,,,,,,,,30,5,25,13,5,8,127,34,93,4,1,3,409,128,281
166407,Lawrence Memorial Hospital School of Nursing,Medford,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452054,Le Cordon Bleu College of Culinary Arts-Cambridge,Cambridge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166452,Lesley University,Cambridge,1,3182,2135,381,,,,,3,1,2,,,,,,,5,1,4,8,8,0,,,,,,,3,0,3,,,,,,,,,,8,0,8,,,,41,5,36,77,10,67,,,,5,0,5,14,5,9,,,,10,1,9,,,,,,,,,,,,,,,,99,12,87,,,,4,0,4,9,3,6,,,,,,,,,,,,,72,21,51,41,4,37,38,15,23,10,7,3,447,93,354
425889,Lincoln Technical Institute-Brockton,Brockton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440952,Lincoln Technical Institute-Lowell,Lowell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165556,Lincoln Technical Institute-Somerville,Somerville,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166489,Longy School of Music of Bard College,Cambridge,1,33,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166498,Lowell Academy Hairstyling Institute,Lowell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166595,Mansfield Beauty Schools-Quincy,Quincy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166586,Mansfield Beauty Schools-Springfield,Springfield,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166647,Massachusetts Bay Community College,Wellesley Hills,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166674,Massachusetts College of Art and Design,Boston,1,1273,908,293,,,,,,,,15,9,6,,,,,,,,,,,,,,,,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,88,235,,,,,,,,,,350,101,249
167288,Massachusetts College of Liberal Arts,North Adams,1,2091,1535,270,,,,,6,3,3,,,,,,,,,,,,,21,17,4,,,,7,1,6,,,,,,,,,,,,,,,,45,12,33,,,,,,,39,17,22,8,7,1,,,,37,14,23,,,,3,2,1,,,,10,9,1,,,,32,3,29,,,,,,,40,13,27,,,,,,,,,,,,,25,7,18,4,1,3,63,33,30,14,5,9,354,144,210
431594,Massachusetts General Hospital Dietetic Internship,Boston,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166683,Massachusetts Institute of Technology,Cambridge,1,18306,1519,1106,,,,,,,,14,4,10,,,,3,2,1,,,,295,192,103,,,,,,,468,236,232,,,,2,1,1,,,,,,,2,1,1,6,2,4,,,,89,15,74,72,58,14,,,,40,20,20,,,,0,0,0,,,,86,50,36,,,,,,,,,,,,,14,10,4,,,,,,,,,,,,,2,2,0,,,,18,10,8,0,0,0,1111,603,508
166692,Massachusetts Maritime Academy,Buzzards Bay,1,825,610,385,,,,,21,15,6,,,,,,,,,,,,,,,,,,,,,,143,138,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,4,,,,,,,,,,,,,,,,60,55,5,,,,,,,38,26,12,,,,278,246,32
166805,Massachusetts School of Barbering,Quincy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369002,Massachusetts School of Law,Andover,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166823,Massasoit Community College,Brockton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166656,MCPHS University,Boston,1,4867,4213,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,15,26,,,,,,,,,,,,,,,,,,,0,0,0,,,,10,4,6,,,,,,,,,,,,,,,,,,,,,,,,,911,249,662,,,,,,,962,268,694
444769,Medical Professional Institute,Malden,1,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166850,Merrimack College,North Andover,1,7751,6121,828,,,,,11,5,6,,,,0,0,0,25,9,16,,,,17,15,2,,,,0,0,0,27,24,3,,,,3,0,3,103,8,95,,,,10,2,8,6,2,4,,,,23,12,11,13,3,10,,,,6,1,5,24,19,5,2,0,2,,,,4,3,1,,,,20,3,17,35,22,13,,,,24,16,8,,,,,,,,,,,,,12,7,5,78,31,47,204,127,77,7,5,2,654,314,340
166869,MGH Institute of Health Professions,Boston,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,32,174,,,,,,,206,32,174
166887,Middlesex Community College,Bedford,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425986,Mildred Elley-Pittsfield Campus,Pittsfield,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451264,Millennium Training Institute,Woburn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166911,Montserrat College of Art,Beverly,1,,,,,,,,,,,,,,,,,,,,7,1,6,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,17,31,,,,,,,,,,62,20,42
433040,Monty Tech,Fitchburg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
